customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
HH49391,Oregon,9414.943031,No,Extended,High School or Below,2011-01-10,Retired,M,15741,Suburban,Divorced,132,14.0,4,0.0,4,Special Auto,Special L1,Offer3,Web,633.6,SUV,Medsize,January
ZZ77357,Nevada,4468.2209,No,Basic,High School or Below,2011-01-09,Unemployed,M,0,Suburban,Single,65,16.0,61,0.0,9,Corporate Auto,Corporate L2,Offer1,Agent,468.0,Two-Door Car,Medsize,January
AD12500,California,17822.56375,No,Extended,High School or Below,2011-02-23,Employed,F,42696,Suburban,Single,228,17.0,50,0.0,9,Personal Auto,Personal L2,Offer3,Call Center,1273.741085,Luxury Car,Small,February
LG85340,Oregon,8086.011196,No,Basic,Bachelor,2011-02-03,Employed,F,70811,Rural,Married,100,14.0,8,0.0,7,Personal Auto,Personal L3,Offer3,Agent,141.654965,Sports Car,Medsize,February
CF50291,California,4272.80504,No,Premium,College,2011-02-20,Unemployed,F,0,Suburban,Single,114,0.0,75,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,1343.619461,Four-Door Car,Small,February
MQ15074,Washington,2499.498786,No,Basic,High School or Below,2011-02-01,Employed,M,28082,Suburban,Married,64,9.0,63,0.0,1,Personal Auto,Personal L2,Offer2,Branch,578.499499,,,February
IC51895,Arizona,10970.13221,No,Extended,College,2011-02-27,Employed,F,38873,Suburban,Married,92,6.0,33,0.0,2,Personal Auto,Personal L2,Offer2,Branch,599.811172,Two-Door Car,Medsize,February
ZR72236,Nevada,5226.286197,No,Basic,Master,2011-01-26,Employed,M,76646,Urban,Married,65,3.0,30,0.0,9,Personal Auto,Personal L3,Offer2,Branch,263.844471,Two-Door Car,Medsize,January
BL93527,Arizona,2728.03759,No,Basic,High School or Below,2011-02-27,Employed,M,44025,Suburban,Single,69,0.0,75,0.0,1,Personal Auto,Personal L3,Offer1,Branch,331.2,Two-Door Car,Medsize,February
VL80291,Nevada,3209.663044,No,Extended,Master,2011-01-04,Employed,F,78494,Rural,Divorced,79,6.0,40,0.0,1,Personal Auto,Personal L3,Offer2,Web,122.305677,Two-Door Car,Medsize,January
WI29961,Nevada,5437.443727,No,Basic,High School or Below,2011-02-03,Employed,M,28343,Suburban,Married,69,19.0,88,0.0,8,Personal Auto,Personal L2,Offer2,Branch,331.2,Two-Door Car,Medsize,February
RF71693,Arizona,5179.890955,No,Basic,Bachelor,2011-01-30,Employed,F,35143,Urban,Married,65,,37,,9,Corporate Auto,Corporate L3,Offer1,Agent,171.184016,Four-Door Car,Medsize,January
UN97379,Oregon,2538.62632,Yes,Basic,Bachelor,2011-02-17,Retired,M,18608,Suburban,Divorced,71,13.0,24,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,February
PS57128,California,3834.735196,No,Extended,Bachelor,2011-01-31,Employed,F,41341,Rural,Single,99,4.0,64,0.0,1,Personal Auto,Personal L2,Offer3,Agent,240.24432,Four-Door Car,Medsize,January
GP85044,Arizona,4533.733641,No,Basic,Bachelor,2011-02-12,Employed,M,91967,Rural,Married,113,4.0,74,0.0,1,Special Auto,Special L1,Offer1,Agent,156.736745,SUV,Medsize,February
SK32629,California,4904.894731,Yes,Extended,College,2011-02-14,Retired,F,12902,Suburban,Divorced,139,3.0,51,0.0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,Medsize,February
DP23630,California,7411.813055,No,Basic,High School or Below,2011-02-22,Unemployed,M,0,Suburban,Single,73,6.0,19,0.0,2,Personal Auto,Personal L3,Offer1,Agent,525.6,Four-Door Car,Large,February
MK87221,Arizona,3413.62256,No,Extended,High School or Below,2011-02-12,Medical Leave,F,18168,Suburban,Married,87,25.0,50,0.0,1,Personal Auto,Personal L2,Offer2,Agent,417.6,Two-Door Car,Medsize,February
CD45044,Arizona,7600.034998,No,Basic,High School or Below,2011-02-03,Unemployed,F,0,Suburban,Single,70,3.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Agent,504.0,,,February
ZB82406,Oregon,6650.456653,No,Extended,Bachelor,2011-02-27,Unemployed,F,0,Suburban,Single,99,16.0,65,2.0,3,Personal Auto,Personal L1,Offer2,Branch,712.8,,,February
AH89786,Oregon,2174.111987,No,Basic,High School or Below,2011-02-13,Retired,M,16997,Suburban,Married,65,35.0,62,3.0,1,Personal Auto,Personal L1,Offer2,Branch,468.0,Two-Door Car,Medsize,February
WN69789,California,2526.729022,No,Basic,College,2011-02-04,Employed,F,33485,Suburban,Married,63,6.0,41,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,343.705799,Four-Door Car,Medsize,February
TT82373,California,10937.1785,No,Extended,Bachelor,2011-01-08,Employed,F,21450,Suburban,Married,138,15.0,35,0.0,4,Personal Auto,Personal L2,Offer1,Branch,938.513425,Sports Car,Medsize,January
RN82884,Arizona,4282.947971,Yes,Basic,College,2011-02-26,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,,,February
BH35482,Washington,4930.949334,No,Basic,Doctor,2011-01-20,Employed,M,70412,Rural,Married,61,27.0,12,0.0,3,Corporate Auto,Corporate L3,Offer3,Web,136.291083,Two-Door Car,Medsize,January
HF11584,,12913.49818,,Basic,Master,2011-01-11,Employed,M,62448,Suburban,Married,107,0.0,11,0.0,2,Personal Auto,Personal L3,Offer1,Branch,513.6,SUV,Medsize,January
GL33494,Oregon,5460.373249,No,Basic,Master,2011-02-15,Employed,F,31530,Suburban,Married,69,24.0,47,1.0,3,Personal Auto,Personal L3,Offer1,Branch,331.2,Two-Door Car,Medsize,February
HK40573,California,14382.56463,No,Extended,College,2011-01-08,Employed,M,52174,Urban,Married,121,22.0,25,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,403.737293,SUV,Medsize,January
IW56740,Oregon,15519.67161,No,Extended,High School or Below,2011-01-20,Medical Leave,M,23402,Suburban,Divorced,82,3.0,28,0.0,2,Personal Auto,Personal L3,Offer3,Agent,393.6,Two-Door Car,Medsize,January
XL58577,California,12168.74492,Yes,Basic,Bachelor,2011-02-05,Retired,M,14973,Suburban,Divorced,115,2.0,75,0.0,2,Personal Auto,Personal L2,Offer1,Branch,828.0,SUV,Medsize,February
KY32675,Arizona,14970.28509,No,Extended,High School or Below,2011-01-11,Employed,M,85297,Suburban,Married,93,7.0,91,0.0,2,Special Auto,Special L3,Offer2,Branch,620.011594,Two-Door Car,Small,January
ST27958,Washington,4386.277558,Yes,Basic,College,2011-02-11,Retired,M,10621,Suburban,Single,67,28.0,22,0.0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,February
UG72692,Oregon,2378.090679,No,Basic,Bachelor,2011-01-08,Unemployed,M,0,Suburban,Single,70,35.0,74,0.0,1,Personal Auto,Personal L3,Offer1,Branch,734.072654,Four-Door Car,Small,January
WO30947,Washington,5348.30258,No,Basic,Bachelor,2011-01-08,Employed,M,31572,Urban,Married,70,14.0,95,3.0,3,Personal Auto,Personal L2,Offer2,Call Center,292.434826,Four-Door Car,Medsize,January
OM99303,Arizona,2701.488341,No,Basic,High School or Below,2011-01-05,Employed,F,76310,Suburban,Married,67,1.0,33,0.0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Two-Door Car,Medsize,January
LP47259,Arizona,8324.23271,No,Extended,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,121,11.0,92,0.0,5,Corporate Auto,Corporate L3,Offer2,Branch,871.2,Sports Car,Medsize,January
GP67583,Arizona,8207.777598,No,Premium,College,2011-01-12,Employed,M,35349,Suburban,Married,102,7.0,2,0.0,4,Personal Auto,Personal L3,Offer1,Web,489.6,Four-Door Car,Medsize,January
MC53402,Washington,2215.912948,No,Basic,College,2011-01-04,Unemployed,M,0,Suburban,Single,66,31.0,14,0.0,1,Personal Auto,Personal L2,Offer3,Branch,389.944994,Two-Door Car,Medsize,January
WK52692,Oregon,4627.090729,No,Extended,College,2011-01-16,Medical Leave,F,29124,Suburban,Married,129,15.0,41,4.0,1,Personal Auto,Personal L2,Offer1,Call Center,619.2,SUV,Medsize,January
WH36754,Oregon,19088.34203,No,Basic,College,2011-01-21,Employed,F,32775,Urban,Divorced,61,10.0,73,0.0,2,Personal Auto,Personal L1,Offer1,Branch,251.886847,Four-Door Car,Small,January
OJ33945,Oregon,8692.636838,No,Basic,High School or Below,2011-01-08,Employed,F,97768,Rural,Divorced,72,,14,,2,Personal Auto,Personal L1,Offer3,Agent,151.843731,Two-Door Car,Medsize,January
XC15133,Nevada,2574.020376,Yes,Basic,Master,2011-01-14,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,January
VM77872,California,7685.652168,No,Premium,High School or Below,2011-01-05,Unemployed,M,0,Suburban,Single,111,22.0,95,0.0,3,Corporate Auto,Corporate L3,Offer3,Branch,799.2,Four-Door Car,Large,January
QK23742,California,2302.818965,No,Basic,College,2011-02-11,Unemployed,F,0,Suburban,Single,63,13.0,48,0.0,1,Corporate Auto,Corporate L2,Offer3,Web,732.638975,Four-Door Car,Large,February
KL27226,California,6412.368115,No,Extended,Bachelor,2011-01-02,Employed,M,58776,Suburban,Divorced,83,20.0,50,2.0,4,Personal Auto,Personal L3,Offer3,Branch,478.750667,Four-Door Car,Medsize,January
HH49391,,9414.943031,,Extended,High School or Below,2011-01-10,Retired,M,15741,Suburban,Divorced,132,14.0,4,0.0,4,Special Auto,Special L1,Offer3,Web,633.6,SUV,Medsize,January
NE16405,California,2582.408525,Yes,Basic,Bachelor,2011-02-14,Employed,F,76731,Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal L2,Offer2,Agent,201.455005,Four-Door Car,Medsize,February
CS15289,Oregon,16138.41628,No,Basic,Master,2011-02-05,Employed,F,79041,Rural,Married,199,14.0,48,0.0,3,Personal Auto,Personal L3,Offer2,Branch,419.26062,Luxury SUV,Small,February
QG45324,,8204.863191,,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Married,73,9.0,14,0.0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,January
ZR11692,California,5103.296644,No,Basic,Bachelor,2011-01-29,Employed,M,74948,Urban,Married,64,23.0,43,0.0,8,Corporate Auto,Corporate L3,Offer3,Call Center,216.744457,Four-Door Car,Medsize,January
LC90366,Nevada,16473.16905,Yes,Basic,Bachelor,2011-02-24,Retired,M,22828,Suburban,Married,106,11.0,54,0.0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,,,February
TK13024,Oregon,4408.071476,No,Basic,College,2011-02-03,Employed,M,80640,Urban,Married,111,2.0,84,0.0,1,Personal Auto,Personal L3,Offer2,Web,313.270725,SUV,Medsize,February
KA95160,Arizona,23207.24981,No,Basic,Master,2011-02-03,Employed,F,89918,Urban,Divorced,115,,42,,2,Personal Auto,Personal L3,Offer4,Web,423.116739,SUV,Medsize,February
CC88237,California,5257.241485,No,Basic,High School or Below,2011-01-24,Employed,M,56154,Suburban,Single,67,,26,,4,Personal Auto,Personal L3,Offer3,Web,386.160674,Two-Door Car,Small,January
DT53270,Washington,4896.271406,No,Basic,College,2011-01-07,Unemployed,F,0,Suburban,Single,71,9.0,6,0.0,3,Personal Auto,Personal L3,Offer2,Agent,421.147532,Four-Door Car,Large,January
ZX23819,Oregon,7984.086473,No,Basic,High School or Below,2011-02-10,Unemployed,F,0,Suburban,Single,72,1.0,77,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,866.208321,Two-Door Car,Large,February
OG72448,Arizona,8150.573759,No,Premium,Bachelor,2011-01-28,Unemployed,M,0,Suburban,Single,114,11.0,20,0.0,3,Personal Auto,Personal L2,Offer2,Branch,1310.46158,Four-Door Car,Small,January
GE63585,California,2420.711888,No,Basic,Bachelor,2011-02-07,Employed,M,31710,Urban,Divorced,62,5.0,29,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,199.551735,Two-Door Car,Medsize,February
YY29772,Arizona,2725.322949,No,Basic,High School or Below,2011-01-04,Employed,F,45025,Suburban,Married,69,35.0,85,1.0,1,Personal Auto,Personal L2,Offer1,Agent,452.271771,Four-Door Car,Medsize,January
SD64087,California,15014.0927,No,Premium,College,2011-01-19,Employed,M,32961,Suburban,Married,190,,53,,3,Corporate Auto,Corporate L2,Offer1,Branch,912.0,SUV,Small,January
ZZ22193,California,5704.679894,No,Basic,Master,2011-01-05,Employed,F,37675,Suburban,Single,71,25.0,80,0.0,3,Personal Auto,Personal L2,Offer1,Agent,380.919824,Four-Door Car,Medsize,January
US34108,California,4773.656279,No,Basic,Bachelor,2011-02-19,Employed,F,27725,Suburban,Married,63,1.0,93,4.0,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,February
SK27185,California,6672.05628,No,Premium,College,2011-01-16,Employed,F,50537,Rural,Married,165,10.0,35,0.0,1,Personal Auto,Personal L3,Offer1,Branch,60.005031,,,January
HX55735,Nevada,4462.997006,Yes,Basic,Bachelor,2011-01-30,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Personal Auto,Personal L3,Offer1,Web,350.4,Two-Door Car,Medsize,January
YT37186,California,17526.17908,No,Extended,Bachelor,2011-01-19,Employed,F,52228,Suburban,Married,220,29.0,72,1.0,8,Personal Auto,Personal L3,Offer3,Agent,1056.0,Luxury SUV,Medsize,January
IA87250,Arizona,2620.903729,No,Basic,Master,2011-02-07,Employed,F,39278,Rural,Divorced,66,29.0,45,0.0,1,Personal Auto,Personal L2,Offer4,Branch,65.590217,Four-Door Car,Medsize,February
JF25129,California,8509.850887,Yes,Basic,Master,2011-01-31,Disabled,M,26057,Suburban,Divorced,74,,63,,2,Personal Auto,Personal L2,Offer1,Call Center,523.888845,Four-Door Car,Small,January
QO79771,California,3242.043926,No,Extended,Master,2011-02-10,Employed,F,72330,Rural,Married,81,2.0,50,2.0,1,Personal Auto,Personal L3,Offer2,Call Center,126.509441,Four-Door Car,Small,February
KU13616,California,11315.20373,Yes,Premium,Bachelor,2011-02-16,Disabled,F,11885,Suburban,Divorced,101,18.0,39,0.0,2,Personal Auto,Personal L2,Offer1,Agent,484.8,Four-Door Car,Medsize,February
HB24005,California,2347.048112,No,Basic,College,2011-02-02,Employed,M,31617,Urban,Single,62,17.0,29,1.0,1,Personal Auto,Personal L1,Offer1,Agent,244.269407,Four-Door Car,Small,February
VN30344,California,5412.696604,No,Extended,College,2011-01-22,Unemployed,M,0,Suburban,Single,80,8.0,44,0.0,3,Personal Auto,Personal L3,Offer2,Agent,576.0,Four-Door Car,Small,January
EO95783,Arizona,26763.82631,No,Basic,High School or Below,2011-01-22,Employed,M,84178,Rural,Divorced,74,34.0,80,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,12.588784,Two-Door Car,Medsize,January
SO40738,California,9406.381948,No,Basic,High School or Below,2011-02-10,Employed,F,99189,Rural,Single,117,27.0,27,0.0,3,Corporate Auto,Corporate L3,Offer3,Web,75.302707,SUV,Medsize,February
VL34577,,2596.1852,,Basic,High School or Below,2011-02-09,Unemployed,F,0,Suburban,Single,72,3.0,65,0.0,1,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Medsize,February
CN13435,California,5493.698779,No,Basic,College,2011-01-10,Employed,F,44369,Urban,Married,68,13.0,22,0.0,8,Personal Auto,Personal L3,Offer4,Call Center,185.291566,Four-Door Car,Medsize,January
NC47038,Arizona,8788.532018,No,Basic,High School or Below,2011-01-10,Employed,M,91171,Suburban,Married,110,3.0,64,0.0,8,Personal Auto,Personal L2,Offer2,Agent,771.39748,SUV,Medsize,January
GY40926,,2612.528734,,Basic,College,2011-01-26,Employed,M,37073,Suburban,Married,66,16.0,35,0.0,1,Personal Auto,Personal L3,Offer2,Branch,316.8,Four-Door Car,Medsize,January
XR70252,California,4788.932598,No,Basic,High School or Below,2011-02-22,Unemployed,F,0,Suburban,Married,67,2.0,49,1.0,3,Personal Auto,Personal L2,Offer2,Web,321.6,Two-Door Car,Medsize,February
WC42895,California,22110.39804,No,Basic,Bachelor,2011-02-13,Employed,F,65724,Rural,Single,70,13.0,66,0.0,2,Personal Auto,Personal L3,Offer2,Agent,14.518312,Four-Door Car,Medsize,February
SY86059,,3731.504584,,Extended,High School or Below,2011-02-24,Unemployed,F,0,Suburban,Married,96,31.0,34,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,460.8,Four-Door Car,Large,February
VJ73478,Oregon,4058.668736,No,Basic,Bachelor,2011-02-22,Unemployed,M,0,Suburban,Single,117,13.0,69,0.0,1,Personal Auto,Personal L1,Offer3,Web,842.4,Sports Car,Medsize,February
LJ15849,Arizona,3554.845264,Yes,Extended,Master,2011-01-10,Employed,F,58557,Rural,Married,88,4.0,83,0.0,1,Personal Auto,Personal L2,Offer1,Branch,55.510526,Four-Door Car,Large,January
XS98744,Oregon,5096.673223,Yes,Basic,Master,2011-01-28,Disabled,F,22886,Suburban,Divorced,65,9.0,81,0.0,3,Special Auto,Special L1,Offer1,Agent,312.0,Four-Door Car,Small,January
DP50640,California,2548.842787,No,Basic,Bachelor,2011-01-05,Employed,M,47346,Suburban,Married,65,6.0,35,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Small,January
FG47217,California,2538.857089,No,Basic,Bachelor,2011-02-11,Employed,M,99824,Suburban,Married,63,1.0,56,0.0,1,Special Auto,Special L2,Offer1,Agent,302.4,Four-Door Car,Medsize,February
TY87896,California,11875.89915,No,Basic,High School or Below,2011-01-23,Unemployed,M,0,Suburban,Married,108,23.0,55,0.0,2,Personal Auto,Personal L2,Offer2,Branch,518.4,SUV,Medsize,January
LC86277,Oregon,3336.219942,No,Extended,High School or Below,2011-01-06,Disabled,M,19447,Suburban,Married,89,6.0,6,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,640.8,Four-Door Car,Medsize,January
QV30663,Nevada,9863.502214,No,Extended,Master,2011-02-28,Employed,F,99654,Rural,Married,121,,95,,3,Personal Auto,Personal L3,Offer3,Call Center,272.788141,SUV,Medsize,February
FR34560,Oregon,2506.263939,No,Basic,Master,2011-02-23,Medical Leave,F,17193,Suburban,Divorced,66,4.0,3,0.0,1,Corporate Auto,Corporate L3,Offer1,Web,316.8,Four-Door Car,Medsize,February
SZ94413,California,3286.440915,No,Extended,High School or Below,2011-02-28,Employed,M,30706,Urban,Married,84,6.0,34,0.0,1,Personal Auto,Personal L2,Offer2,Agent,225.654806,Four-Door Car,Medsize,February
LR79755,California,2862.180262,No,Basic,College,2011-01-15,Employed,M,74034,Urban,Divorced,72,20.0,64,0.0,1,Personal Auto,Personal L3,Offer2,Branch,267.415871,Four-Door Car,Medsize,January
KA95976,California,5392.502531,No,Basic,High School or Below,2011-01-18,Employed,F,80550,Urban,Married,68,16.0,67,3.0,7,Personal Auto,Personal L3,Offer1,Branch,265.516965,Four-Door Car,Medsize,January
DU66620,Nevada,4582.685265,No,Basic,College,2011-02-13,Medical Leave,M,19065,Suburban,Married,61,,29,,7,Personal Auto,Personal L2,Offer4,Call Center,292.8,Two-Door Car,Medsize,February
QU55718,,10978.7834,,Extended,Bachelor,2011-02-12,Employed,F,92914,Suburban,Married,136,24.0,55,0.0,8,Personal Auto,Personal L1,Offer1,Agent,979.2,Sports Car,Large,February
PN21042,Arizona,4538.847818,No,Basic,Bachelor,2011-02-17,Employed,M,82297,Rural,Single,116,5.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,0.382107,Sports Car,Medsize,February
JB76199,Oregon,2415.415525,No,Basic,College,2011-02-14,Employed,F,40903,Suburban,Married,61,12.0,5,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,409.88696,Four-Door Car,Small,February
IK92617,Oregon,11628.73401,No,Extended,Bachelor,2011-02-11,Employed,F,97830,Urban,Married,96,3.0,61,0.0,2,Personal Auto,Personal L3,Offer1,Agent,298.362415,Four-Door Car,Small,February
FK95213,California,18611.45356,No,Extended,Master,2011-01-16,Employed,F,49673,Urban,Married,232,27.0,57,0.0,7,Personal Auto,Personal L3,Offer2,Web,1021.654003,Luxury SUV,Medsize,January
UY85263,,11255.46343,,Extended,Bachelor,2011-02-03,Employed,F,88858,Urban,Married,93,2.0,60,0.0,2,Personal Auto,Personal L2,Offer2,Agent,310.36774,Four-Door Car,Small,February
YB96664,Washington,4974.801539,Yes,Basic,Bachelor,2011-01-18,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Corporate Auto,Corporate L3,Offer2,Branch,467.803638,Two-Door Car,Medsize,January
IS53899,,6992.531494,,Extended,College,2011-02-22,Employed,F,94652,Suburban,Married,86,18.0,88,0.0,3,Personal Auto,Personal L3,Offer1,Branch,412.8,Four-Door Car,Medsize,February
EG97649,Oregon,3451.10244,No,Basic,College,2011-01-31,Unemployed,F,0,Suburban,Divorced,104,19.0,65,2.0,1,Personal Auto,Personal L1,Offer1,Branch,499.2,SUV,Small,January
EF41225,California,14627.92807,No,Extended,College,2011-02-19,Employed,F,40711,Suburban,Married,121,12.0,38,0.0,2,Personal Auto,Personal L3,Offer3,Web,580.8,SUV,Medsize,February
XO92596,California,6005.847375,Yes,Extended,College,2011-02-23,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,February
DY34902,Oregon,5168.152276,No,Basic,High School or Below,2011-01-09,Employed,F,81182,Suburban,Single,64,3.0,45,0.0,8,Corporate Auto,Corporate L2,Offer2,Branch,307.2,Four-Door Car,Small,January
LH94176,Arizona,8203.221246,No,Basic,High School or Below,2011-01-04,Employed,M,38595,Suburban,Divorced,74,5.0,42,3.0,2,Personal Auto,Personal L3,Offer1,Branch,415.550209,Four-Door Car,Medsize,January
EC51047,California,8915.172898,No,Extended,Bachelor,2011-01-23,Employed,F,31991,Suburban,Single,81,15.0,22,3.0,2,Personal Auto,Personal L2,Offer2,Agent,548.321886,Four-Door Car,Small,January
OB63331,Arizona,2813.50617,No,Basic,Doctor,2011-01-27,Employed,F,50397,Suburban,Married,70,34.0,77,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,350.65008,Four-Door Car,Small,January
RC61383,Oregon,11925.71535,No,Basic,High School or Below,2011-01-17,Employed,M,28014,Suburban,Single,104,14.0,37,0.0,2,Personal Auto,Personal L2,Offer4,Branch,631.594469,SUV,Small,January
